"Team","Year","Pick_number","stuart","johnson","hill","otc","pff","CBS","Round","future_pick"
"NO",2024,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"KC",2024,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"LAR",2024,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"CLE",2024,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"DEN",2024,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"SF",2024,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"CHI",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"HOU",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"ARI",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"IND",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"SEA",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"DET",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"LV",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"ATL",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"CAR",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"PHI",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"TEN",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"NYJ",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"NE",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"GB",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"WAS",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"PIT",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"TB",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"MIA",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"LAC",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"BAL",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"MIN",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"JAX",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"NYG",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"DAL",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"BUF",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"CIN",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"NO",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"KC",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"LAR",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"CLE",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"DEN",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"SF",2025,128,3.7,44,19.33,445,0.145,15.82,4,"Full round later"
"CHI",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"HOU",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"ARI",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"IND",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"SEA",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"DET",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"LV",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"ATL",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"CAR",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"PHI",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"TEN",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"NYJ",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"NE",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"GB",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"WAS",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"PIT",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"TB",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"MIA",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"LAC",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"BAL",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"MIN",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"JAX",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"NYG",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"DAL",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"BUF",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"CIN",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"NO",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"KC",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"LAR",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"CLE",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"DEN",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"SF",2024,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"CHI",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"HOU",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"ARI",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"IND",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"SEA",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"DET",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"LV",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"ATL",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"CAR",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"PHI",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"TEN",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"NYJ",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"NE",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"GB",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"WAS",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"PIT",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"TB",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"MIA",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"LAC",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"BAL",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"MIN",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"JAX",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"NYG",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"DAL",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"BUF",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"CIN",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"NO",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"KC",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"LAR",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"CLE",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"DEN",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"SF",2025,160,2.3,27,9.48,327,0.109,8.4,5,"Full round later"
"CHI",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"HOU",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"ARI",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"IND",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"SEA",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"DET",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"LV",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"ATL",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"CAR",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"PHI",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"TEN",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"NYJ",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"NE",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"GB",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"WAS",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"PIT",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"TB",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"MIA",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"LAC",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"BAL",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"MIN",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"JAX",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"NYG",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"DAL",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"BUF",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"CIN",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"NO",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"KC",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"LAR",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"CLE",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"DEN",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"SF",2024,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"CHI",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"HOU",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"ARI",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"IND",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"SEA",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"DET",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"LV",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"ATL",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"CAR",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"PHI",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"TEN",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"NYJ",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"NE",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"GB",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"WAS",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"PIT",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"TB",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"MIA",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"LAC",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"BAL",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"MIN",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"JAX",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"NYG",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"DAL",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"BUF",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"CIN",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"NO",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"KC",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"LAR",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"CLE",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"DEN",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"SF",2025,192,1.1,15,4.65,231,0.076,4.46,6,"Full round later"
"CHI",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"HOU",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"ARI",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"IND",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"SEA",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"DET",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"LV",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"ATL",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"CAR",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"PHI",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"TEN",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"NYJ",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"NE",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"GB",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"WAS",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"PIT",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"TB",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"MIA",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"LAC",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"BAL",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"MIN",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"JAX",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"NYG",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"DAL",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"BUF",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"CIN",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"NO",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"KC",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"LAR",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"CLE",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"DEN",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"SF",2024,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"CHI",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"HOU",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"ARI",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"IND",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"SEA",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"DET",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"LV",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"ATL",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"CAR",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"PHI",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"TEN",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"NYJ",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"NE",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"GB",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"WAS",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"PIT",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"TB",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"MIA",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"LAC",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"BAL",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"MIN",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"JAX",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"NYG",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"DAL",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"BUF",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"CIN",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"NO",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"KC",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"LAR",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"CLE",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"DEN",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
"SF",2025,224,0.1,2,2.28,150,0.056,2.36,7,"Full round later"
